"sr_num","service_type","days_to_service"
"205544",Tree Removal,51
"205351",Tree Trim,75
"204989",Tree Stump Grinding,116
"205551",Tree Trim,75
"206131",Tree Trim,75
"206798",Tree Removal,51
"207027",Tree Removal,51
"207044",Tree Removal,51
"206758",Tree Trim,75
"205714",Tree Trim,75
"206947",Tree Trim,75
"205975",Tree Trim,75
"206190",Tree Trim,75
"206895",Tree Removal,51
"207087",Tree Trim,75
"206840",Tree Trim,75
"207015",Tree Removal,51
"206791",Tree Removal,51
"207051",Tree Trim,75
"205315",Tree Removal,51
"207244",Tree Removal,51
"205286",Tree Trim,75
"206844",Tree Removal,51
"205385",Tree Removal,51
"205836",Tree Trim,75
"205612",Tree Removal,51
"205267",Tree Removal,51
"206938",Tree Trim,75
"206681",Tree Removal,51
"206406",Tree Removal,51
"207189",Tree Removal,51
"207250",Tree Trim,75
"205046",Tree Trim,75
"205426",Tree Removal,51
"205889",Tree Trim,75
"206415",Tree Removal,51
"206020",Tree Trim,75
"206062",Tree Trim,75
"206294",Tree Trim,75
"206238",Tree Trim,75
"206162",Tree Removal,51
"207162",Tree Trim,75
"205433",Tree Trim,75
"207302",Tree Trim,75
"206207",Tree Trim,75
"207208",Tree Removal,51
"205711",Tree Removal,51
"206274",Tree Trim,75
"205667",Tree Trim,75
"205663",Tree Trim,75
"205662",Tree Trim,75
"207095",Tree Trim,75
"205516",Tree Trim,75
"206026",Tree Trim,75
"207187",Tree Removal,51
"207445",Tree Removal,51
"206354",Tree Removal,51
"205302",Tree Trim,75
"207072",Tree Removal,51
"207448",Tree Removal,51
"217095",Tree Removal,51
"206795",Tree Trim,75
"206834",Tree Trim,75
"205865",Tree Trim,75
"206794",Tree Trim,75
"205859",Tree Trim,75
"207107",Tree Trim,75
"207068",Tree Removal,51
"207499",Tree Removal,51
"205107",Tree Trim,75
"207501",Tree Removal,51
"205246",Tree Removal,51
"206159",Tree Trim,75
"207058",Tree Trim,75
"207055",Tree Trim,75
"207447",Tree Removal,51
"207050",Tree Trim,75
"206201",Tree Removal,51
"207497",Tree Trim,75
"205174",Tree Trim,75
"206683",Tree Removal,51
"207236",Tree Trim,75
"207090",Tree Trim,75
"207103",Tree Removal,51
"207222",Tree Removal,51
"205533",Tree Trim,75
"206149",Tree Trim,75
"205449",Tree Trim,75
"207092",Tree Trim,75
"205405",Tree Removal,51
"207233",Tree Trim,75
"207082",Tree Removal,51
"205334",Tree Trim,75
"206749",Tree Trim,75
"205393",Tree Trim,75
"206772",Tree Trim,75
"205402",Tree Trim,75
"207480",Tree Removal,51
"207179",Tree Removal,51
"205262",Tree Removal,51
"207285",Tree Removal,51
"205291",Tree Removal,51
"205118",Tree Trim,75
"207057",Tree Trim,75
"206963",Tree Removal,51
"207495",Tree Trim,75
"207328",Tree Removal,51
"207343",Tree Trim,75
"205690",Tree Trim,75
"207419",Tree Removal,51
"207395",Tree Removal,54
"206028",Tree Removal,51
"207332",Tree Trim,75
"207531",Tree Removal,51
"207283",Tree Trim,75
"207310",Tree Trim,75
"207052",Tree Trim,75
"207102",Tree Trim,75
"207331",Tree Removal,51
"207297",Tree Removal,51
"207326",Tree Trim,75
"207254",Tree Trim,75
"207315",Tree Trim,75
"207474",Tree Removal,51
"205205",Tree Trim,75
"207211",Tree Trim,75
"205465",Tree Trim,75
"207109",Tree Removal,51
"206470",Tree Removal,51
"207399",Tree Trim,75
"207156",Tree Trim,75
"207460",Tree Trim,75
"206404",Tree Trim,75
"207533",Tree Trim,75
"205881",Tree Trim,75
"205930",Tree Trim,75
"205631",Tree Trim,75
"207542",Tree Removal,51
"205290",Tree Trim,75
"207358",Tree Removal,51
"205900",Tree Removal,51
"207437",Tree Trim,75
"205213",Tree Trim,75
"205397",Tree Trim,75
"207373",Tree Trim,75
"207311",Tree Removal,51
"207301",Tree Trim,75
"207281",Tree Removal,51
"206743",Tree Trim,75
"205131",Tree Stump Grinding,116
"206169",Tree Removal,51
"205096",Tree Trim,75
"207602",Tree Trim,75
"207364",Tree Removal,51
"205616",Tree Trim,75
"207453",Tree Removal,51
"207324",Tree Removal,51
"206145",Tree Trim,75
"207125",Tree Removal,51
"207172",Tree Removal,51
"206784",Tree Removal,51
"207342",Tree Trim,75
"207552",Tree Removal,51
"207097",Tree Trim,75
"207114",Tree Trim,75
"205461",Tree Removal,51
"207098",Tree Trim,75
"207614",Tree Removal,51
"206082",Tree Removal,51
"207362",Tree Trim,75
"207508",Tree Removal,51
"207465",Tree Trim,75
"206921",Tree Removal,51
"207502",Tree Trim,75
"207461",Tree Removal,51
"207529",Tree Trim,75
"206522",Tree Removal,51
"206313",Tree Removal,51
"206206",Tree Trim,75
"206186",Tree Trim,75
"207560",Tree Removal,51
,Tree Removal,
"207378",Tree Trim,75
"205136",Tree Trim,75
"206800",Tree Trim,75
"207661",Tree Trim,75
"206441",Tree Trim,75
"207547",Tree Removal,51
"207498",Tree Removal,51
"205541",Tree Removal,51
"207199",Tree Trim,75
"207652",Tree Trim,75
"207532",Tree Trim,75
"206616",Tree Trim,75
"205128",Tree Removal,51
"205689",Tree Removal,51
"205480",Tree Trim,75
"207232",Tree Trim,75
"207149",Tree Trim,75
"206692",Tree Removal,51
"206122",Tree Removal,51
"207206",Tree Trim,75
"207421",Tree Removal,51
"206040",Tree Removal,51
"205621",Tree Trim,75
"207363",Tree Trim,75
"207520",Tree Removal,51
"207512",Tree Removal,51
"206268",Tree Removal,51
"206482",Tree Removal,51
"207473",Tree Trim,75
"206168",Tree Trim,97
"207318",Tree Trim,75
"205821",Tree Trim,75
"207660",Tree Removal,51
"207100",Tree Removal,51
"205491",Tree Trim,75
"205659",Tree Trim,75
"207767",Tree Removal,51
"207688",Tree Removal,51
"207763",Tree Removal,51
"206110",Tree Removal,51
"206030",Tree Trim,75
"205505",Tree Removal,51
"206702",Tree Removal,51
"207665",Tree Removal,51
"206661",Tree Removal,51
"205939",Tree Removal,51
"207178",Tree Trim,75
,Tree Trim,
,Tree Trim,
"206774",Tree Trim,75
"206289",Tree Trim,75
"206740",Tree Trim,75
"206767",Tree Trim,75
"207041",Tree Trim,75
"205597",Tree Trim,75
"206979",Tree Trim,75
"207701",Tree Removal,51
"206067",Tree Trim,75
"205719",Tree Trim,75
"206068",Tree Trim,75
"206503",Tree Removal,51
"205967",Tree Trim,75
"206188",Tree Removal,51
"205694",Tree Trim,75
"205968",Tree Trim,75
"206241",Tree Trim,75
"205965",Tree Trim,75
"205905",Tree Planting,25
"205966",Tree Trim,75
"207411",Tree Trim,77
"206205",Tree Removal,51
"205718",Tree Trim,75
"206171",Tree Trim,75
"206210",Tree Trim,75
"207016",Tree Trim,75
"205909",Tree Trim,75
"207782",Tree Removal,51
"206865",Tree Removal,51
"206189",Tree Removal,51
"207418",Tree Removal,51
"207711",Tree Trim,75
"207466",Tree Trim,75
"206130",Tree Trim,75
"206103",Tree Trim,75
"207404",Tree Removal,51
"206432",Tree Removal,51
"207596",Tree Removal,51
"207801",Tree Trim,75
"207778",Tree Trim,75
"206117",Tree Removal,51
"206955",Tree Removal,51
"207975",Tree Removal,51
"207631",Tree Trim,75
,Tree Trim,
"207523",Tree Removal,51
"207293",Tree Trim,75
"206597",Tree Trim,75
"207346",Tree Trim,75
"205680",Tree Trim,75
"206321",Tree Removal,51
"206825",Tree Trim,75
"207129",Tree Removal,51
"207813",Tree Trim,75
"206116",Tree Trim,75
"207080",Tree Trim,75
"206857",Tree Removal,51
"205503",Tree Trim,75
"207772",Tree Trim,75
"207667",Tree Trim,75
"205946",Tree Trim,75
"207620",Tree Removal,51
"207908",Tree Trim,75
"207619",Tree Trim,75
"207578",Tree Code Violation,52
"207177",Tree Removal,51
"207818",Tree Trim,75
"207637",Tree Trim,75
"207787",Tree Removal,51
"207719",Tree Removal,51
"207891",Tree Removal,51
"207841",Tree Removal,51
"207805",Tree Removal,51
"207950",Tree Removal,51
"207722",Tree Removal,51
"207132",Tree Removal,51
"207136",Tree Trim,75
"207942",Tree Trim,78
"207900",Tree Trim,75
"207645",Tree Trim,75
"207159",Tree Trim,75
"207551",Tree Trim,75
"207579",Tree Trim,75
"207951",Tree Removal,54
"207598",Tree Trim,75
"207653",Tree Trim,75
"207723",Tree Trim,75
"207945",Tree Trim,75
"207876",Tree Removal,51
"207910",Tree Removal,51
"207762",Tree Removal,51
"207770",Tree Removal,51
,Tree Removal,
,Tree Removal,
"207717",Tree Removal,51
"207678",Tree Removal,51
"207821",Tree Removal,51
"207737",Tree Removal,51
"207693",Tree Trim,75
"207680",Tree Removal,51
"207775",Tree Trim,75
"207783",Tree Removal,51
"207546",Tree Removal,51
"207337",Tree Trim,75
"207923",Tree Trim,75
"207692",Tree Trim,75
"208010",Tree Removal,51
"207636",Tree Removal,51
"207493",Tree Trim,75
"207892",Tree Removal,51
"207627",Tree Trim,75
"207817",Tree Trim,75
"207931",Tree Removal,51
"208047",Tree Trim,75
"208130",Tree Removal,51
"208034",Tree Trim,75
,Tree Removal,5
"208079",Tree Trim,75
"208008",Tree Trim,75
"205779",Tree Trim,75
"207491",Tree Removal,51
"207500",Tree Removal,52
"207715",Tree Trim,75
"207623",Tree Removal,51
"208086",Tree Trim,75
"207788",Tree Trim,75
"207861",Tree Trim,75
"207386",Tree Removal,51
"207644",Tree Trim,75
"208004",Tree Removal,51
"207481",Tree Removal,51
"208048",Tree Trim,75
"208018",Tree Removal,51
"208046",Tree Trim,75
"207127",Tree Removal,51
"207726",Tree Removal,51
"205824",Tree Removal,51
"208050",Tree Removal,51
"208087",Tree Removal,51
"207759",Tree Trim,75
"207229",Tree Removal,51
"208070",Tree Trim,75
"207139",Tree Removal,51
"208166",Tree Trim,75
"206973",Tree Trim,75
"207353",Tree Trim,75
"207438",Tree Removal,51
"207316",Tree Removal,51
"208136",Tree Removal,51
"207292",Tree Trim,75
"207779",Tree Removal,51
"208143",Tree Removal,51
"207340",Tree Trim,75
"206954",Tree Removal,51
"208219",Tree Trim,75
"207198",Tree Removal,51
"206918",Tree Removal,51
"208102",Tree Removal,51
"208146",Tree Trim,75
"208181",Tree Removal,51
"206974",Tree Trim,75
"208115",Tree Removal,51
"206929",Tree Trim,75
"208153",Tree Removal,51
"208114",Tree Removal,51
"208089",Tree Trim,75
"208080",Tree Trim,75
"208162",Tree Trim,75
"207832",Tree Trim,75
"208207",Tree Removal,51
"208063",Tree Removal,51
"208147",Tree Removal,51
"208030",Tree Trim,75
"207209",Tree Removal,51
"207735",Tree Removal,51
"208312",Tree Removal,51
"207901",Tree Removal,65
"207190",Tree Trim,75
"208177",Tree Removal,51
"207647",Tree Removal,51
"205738",Tree Trim,75
"208294",Tree Trim,75
"208256",Tree Removal,51
"207741",Tree Removal,51
"208309",Tree Trim,75
"207721",Tree Stump Grinding,116
"207126",Tree Trim,75
,Tree Trim,
,Tree Removal,
"208286",Tree Trim,75
"208039",Tree Trim,75
"207329",Tree Removal,51
"208104",Tree Removal,51
"208151",Tree Removal,51
"208068",Tree Trim,75
"208073",Tree Removal,51
"208240",Tree Removal,51
"207927",Tree Trim,75
"208283",Tree Removal,52
"207134",Tree Removal,51
"206814",Tree Removal,51
"205765",Tree Trim,75
"205855",Tree Trim,75
"208203",Tree Trim,75
"207197",Tree Trim,75
"208429",Tree Removal,51
"208387",Tree Removal,51
"208304",Tree Removal,51
"208422",Tree Trim,75
"208297",Tree Trim,75
"208408",Tree Removal,51
"208385",Tree Removal,51
"208352",Tree Trim,75
"208311",Tree Removal,51
"208303",Tree Trim,75
"206601",Tree Removal,51
"204421",Tree Trim,75
"205973",Tree Removal,51
"207589",Tree Trim,75
"208338",Tree Trim,75
"205953",Tree Trim,75
"208137",Tree Trim,75
"208285",Tree Trim,75
"208279",Tree Removal,51
"208358",Tree Removal,51
"208315",Tree Trim,75
"206243",Tree Trim,75
"207065",Tree Trim,75
"207980",Tree Removal,51
"206086",Tree Trim,75
"206253",Tree Trim,75
"205755",Tree Trim,75
"208065",Tree Removal,51
"206096",Tree Removal,51
,Tree Trim,
"207176",Tree Removal,51
"208306",Tree Removal,51
"208467",Tree Removal,51
"208458",Tree Removal,51
"208459",Tree Trim,75
"207066",Tree Removal,51
"205860",Tree Removal,51
"208412",Tree Removal,51
"208409",Tree Trim,75
"208316",Tree Trim,75
"208380",Tree Trim,75
"206075",Tree Trim,75
"205940",Tree Trim,75
"208487",Tree Removal,51
"207174",Tree Removal,51
"208475",Tree Removal,51
"206153",Tree Removal,51
"206195",Tree Trim,75
"208503",Tree Removal,239
"206057",Tree Trim,75
"207938",Tree Trim,75
"205776",Tree Trim,75
"206112",Tree Trim,75
,Tree Trim,
"207728",Tree Trim,75
"208194",Tree Trim,75
"206781",Tree Trim,75
"208464",Tree Removal,51
"208328",Tree Trim,75
"207615",Tree Removal,51
"207511",Tree Trim,75
"208538",Tree Trim,75
"208340",Tree Trim,75
"208485",Tree Stump Grinding,116
"208348",Tree Trim,75
"207978",Tree Removal,51
"208572",Tree Removal,51
"208495",Tree Code Violation,52
"208431",Tree Trim,75
"208442",Tree Removal,51
"207392",Tree Trim,75
"208460",Tree Removal,51
"208588",Tree Removal,51
"208560",Tree Removal,51
"207548",Tree Trim,75
"207361",Tree Trim,75
"207798",Tree Trim,75
,Tree Trim,
,Tree Removal,
,Tree Removal,
,Tree Trim,
"208448",Tree Trim,75
"208452",Tree Trim,75
"208576",Tree Removal,51
"208388",Tree Removal,51
"208292",Tree Trim,75
"205960",Tree Trim,75
"208331",Tree Removal,51
"208542",Tree Trim,75
"208655",Tree Trim,75
"208478",Tree Trim,75
"205875",Tree Removal,51
"208401",Tree Trim,75
"208483",Tree Removal,51
"206276",Tree Trim,75
"208345",Tree Removal,51
"208642",Tree Removal,51
"206224",Tree Trim,75
"205870",Tree Trim,75
"207261",Tree Trim,75
"208424",Tree Trim,75
"206167",Tree Removal,51
"208298",Tree Trim,75
"207387",Tree Trim,75
"207740",Tree Removal,51
"208400",Tree Trim,75
"208697",Tree Removal,51
"208605",Tree Removal,51
"207053",Tree Removal,51
"206425",Tree Removal,51
"208741",Tree Removal,51
"208329",Tree Trim,75
"206592",Tree Removal,51
"206855",Tree Trim,75
"208438",Tree Trim,75
"207147",Tree Trim,75
"206926",Tree Removal,51
"207105",Tree Trim,75
"206283",Tree Trim,75
"208415",Tree Trim,96
"206499",Tree Trim,75
"206896",Tree Removal,51
"207676",Tree Trim,75
"207451",Tree Removal,51
"208514",Tree Removal,51
"208436",Tree Trim,75
"207666",Tree Removal,51
"207153",Tree Removal,51
"207154",Tree Trim,75
"208611",Tree Trim,75
"208426",Tree Removal,51
"205941",Tree Removal,51
"206293",Tree Removal,51
"208663",Tree Removal,51
"208516",Tree Trim,75
"208905",Tree Removal,51
"208481",Tree Removal,51
"207515",Tree Trim,75
"206950",Tree Removal,51
"208423",Tree Trim,75
"208620",Tree Trim,75
"205916",Tree Trim,75
"208715",Tree Removal,51
"206863",Tree Trim,75
"208500",Tree Trim,75
"205431",Tree Trim,75
"206204",Tree Trim,75
"208621",Tree Removal,51
"207278",Tree Trim,356
"208746",Tree Code Violation,53
"208713",Tree Removal,51
"207642",Tree Removal,51
"206967",Tree Trim,75
"206129",Tree Removal,51
"207289",Tree Trim,75
"207298",Tree Trim,75
"208476",Tree Trim,75
"208161",Tree Trim,75
"207765",Tree Removal,51
"208117",Tree Trim,75
"207867",Tree Removal,51
"207384",Tree Removal,51
"207164",Tree Trim,75
"208613",Tree Trim,75
"206251",Tree Trim,75
"207700",Tree Removal,51
"208604",Tree Trim,75
"208672",Tree Trim,75
"208724",Tree Trim,75
"206002",Tree Trim,75
"207380",Tree Trim,75
"208627",Tree Removal,51
"207757",Tree Removal,51
"207230",Tree Removal,51
"207483",Tree Trim,75
"207385",Tree Trim,75
"207837",Tree Removal,51
"208601",Tree Trim,75
"207990",Tree Trim,75
"206741",Tree Trim,75
"207799",Tree Trim,75
"206937",Tree Trim,75
"207227",Tree Trim,75
"207930",Tree Removal,51
"207272",Tree Removal,51
"208281",Tree Trim,75
"208324",Tree Trim,75
"208769",Tree Trim,75
"208796",Tree Trim,75
"206576",Tree Removal,51
"208690",Tree Removal,51
"208815",Tree Removal,51
"207391",Tree Removal,51
"208745",Tree Removal,51
"207744",Tree Removal,51
"207273",Tree Removal,51
"209174",Tree Trim,75
"208864",Tree Removal,51
"208755",Tree Removal,51
"207430",Tree Trim,75
"206140",Tree Trim,75
"208359",Tree Removal,51
"207368",Tree Trim,75
"208617",Tree Trim,75
"208733",Tree Removal,51
"208308",Tree Trim,75
"208656",Tree Removal,51
"208765",Tree Stump Grinding,116
"208743",Tree Trim,75
"207564",Tree Removal,51
"208846",Tree Removal,51
"208937",Tree Removal,51
"207684",Tree Trim,75
"207681",Tree Trim,75
"208984",Tree Trim,75
"208794",Tree Trim,75
"207707",Tree Trim,76
"207469",Tree Removal,51
"207677",Tree Trim,75
"207670",Tree Trim,75
"207685",Tree Trim,75
"208863",Tree Removal,51
"208723",Tree Removal,51
"208910",Tree Trim,75
"207854",Tree Trim,75
"207819",Tree Trim,75
"207812",Tree Removal,51
"207485",Tree Trim,75
"208913",Tree Trim,75
"207824",Tree Trim,75
"207714",Tree Trim,75
"207747",Tree Trim,75
"207764",Tree Trim,75
"208764",Tree Trim,75
"209018",Tree Removal,51
"207785",Tree Trim,75
"209003",Tree Removal,51
"209010",Tree Trim,75
"208488",Tree Trim,75
"208946",Tree Removal,51
"209013",Tree Trim,75
,Tree Removal,
"207664",Tree Trim,75
"208789",Tree Trim,75
"208788",Tree Trim,75
"208372",Tree Trim,75
"208997",Tree Trim,75
"208028",Tree Removal,51
"209090",Tree Removal,51
"208818",Tree Removal,51
"208128",Tree Removal,51
"209060",Tree Removal,51
"208024",Tree Trim,75
"208859",Tree Trim,75
"208806",Tree Removal,51
"208840",Tree Trim,75
"207509",Tree Removal,51
"208991",Tree Trim,75
"209058",Tree Trim,75
"207538",Tree Removal,51
"208992",Tree Removal,51
"208091",Tree Trim,75
"207600",Tree Removal,51
"207349",Tree Removal,51
"209085",Tree Removal,51
"207897",Tree Trim,75
"208122",Tree Removal,51
"207494",Tree Trim,75
"207607",Tree Removal,51
"209068",Tree Trim,75
"208120",Tree Trim,75
"207844",Tree Trim,75
"209069",Tree Trim,75
"207905",Tree Removal,51
"207734",Tree Trim,75
"208820",Tree Removal,51
"209071",Tree Removal,51
"208310",Tree Removal,51
"209091",Tree Trim,75
"207889",Tree Trim,75
"207524",Tree Removal,51
"208762",Tree Trim,75
"207173",Tree Trim,75
"208553",Tree Removal,51
"208290",Tree Stump Grinding,116
"208212",Tree Trim,75
"208211",Tree Trim,75
"208799",Tree Removal,51
,Tree Trim,
"206818",Tree Removal,51
"208567",Tree Trim,75
"208754",Tree Trim,75
"207640",Tree Removal,51
"207941",Tree Trim,75
"209036",Tree Removal,51
"209332",Tree Trim,75
"209177",Tree Removal,51
"209087",Tree Removal,51
"207816",Tree Trim,75
"209125",Tree Removal,51
"207890",Tree Removal,51
"207885",Tree Trim,75
"209176",Tree Stump Grinding,116
"209074",Tree Trim,75
"207802",Tree Trim,75
"209078",Tree Removal,51
"207917",Tree Trim,75
"209066",Tree Trim,75
"208182",Tree Trim,75
"208031",Tree Removal,57
"209072",Tree Removal,51
"209157",Tree Removal,51
,Tree Removal,
"209042",Tree Removal,51
"208171",Tree Removal,51
"207641",Tree Trim,75
"207982",Tree Removal,51
"208953",Tree Trim,75
"209073",Tree Removal,51
"207774",Tree Trim,75
"207768",Tree Trim,75
"208786",Tree Removal,51
"209019",Tree Removal,51
"207794",Tree Trim,75
"207914",Tree Removal,51
"207907",Tree Trim,75
"208920",Tree Trim,75
"207427",Tree Removal,51
"207887",Tree Removal,51
"208169",Tree Removal,51
"208313",Tree Trim,75
"208602",Tree Trim,75
"208335",Tree Trim,75
"209235",Tree Removal,51
"208866",Tree Trim,75
"208371",Tree Removal,51
"208543",Tree Trim,75
"209397",Tree Removal,51
"208606",Tree Removal,51
"207766",Tree Stump Grinding,116
"209261",Tree Removal,51
"209180",Tree Trim,75
"209063",Tree Trim,75
"209200",Tree Trim,75
"209067",Tree Trim,75
"209148",Tree Removal,51
"208425",Tree Removal,51
"209096",Tree Removal,51
"207724",Tree Trim,75
"209192",Tree Trim,75
"208573",Tree Removal,51
"207903",Tree Trim,75
"208906",Tree Removal,51
"208608",Tree Trim,75
"207471",Tree Trim,75
"208999",Tree Removal,51
"209185",Tree Trim,75
"208597",Tree Removal,51
"209161",Tree Removal,51
"208833",Tree Trim,75
"209244",Tree Trim,75
"209318",Tree Trim,75
"209268",Tree Trim,75
"209231",Tree Trim,75
"209145",Tree Trim,75
"209319",Tree Trim,75
"209233",Tree Trim,75
"209196",Tree Removal,51
"208465",Tree Removal,51
"208287",Tree Trim,75
"207820",Tree Trim,75
"208519",Tree Trim,75
"208332",Tree Trim,75
"208706",Tree Trim,75
"208420",Tree Stump Grinding,116
"208336",Tree Trim,75
"208337",Tree Trim,75
"209307",Tree Trim,75
"209405",Tree Trim,75
"208334",Tree Trim,75
"209045",Tree Trim,75
"208740",Tree Trim,75
"208930",Tree Removal,51
,Tree Removal,
"207865",Tree Trim,75
"209181",Tree Trim,75
"209002",Tree Trim,75
"209041",Tree Trim,75
"209104",Tree Removal,51
"209092",Tree Trim,75
"209237",Tree Removal,54
"209290",Tree Removal,51
"209143",Tree Trim,75
"209294",Tree Removal,51
"208669",Tree Trim,75
"209038",Tree Trim,75
"209279",Tree Trim,75
"207830",Tree Trim,75
"208291",Tree Removal,51
"208293",Tree Trim,75
"209149",Tree Trim,75
"208736",Tree Trim,75
"209370",Tree Removal,51
"207902",Tree Removal,51
"209392",Tree Trim,75
"209372",Tree Removal,51
"208714",Tree Trim,75
"209293",Tree Removal,51
"208927",Tree Trim,75
"209343",Tree Removal,51
"209182",Tree Trim,75
"209377",Tree Removal,51
"208168",Tree Trim,75
"208592",Tree Removal,51
"209007",Tree Trim,75
"209353",Tree Removal,51
"209398",Tree Removal,51
"209363",Tree Removal,51
"208512",Tree Removal,51
"208156",Tree Trim,75
"209374",Tree Removal,51
"208965",Tree Removal,51
"209453",Tree Trim,75
"209424",Tree Trim,75
"208579",Tree Trim,75
"209454",Tree Trim,75
"209022",Tree Trim,75
"208701",Tree Trim,75
"208691",Tree Removal,51
"208931",Tree Trim,75
"208831",Tree Trim,75
,Tree Removal,
"209463",Tree Removal,51
"208719",Tree Trim,75
"209425",Tree Removal,51
"208180",Tree Trim,75
"209263",Tree Trim,75
"209183",Tree Trim,75
"208983",Tree Removal,51
"209380",Tree Removal,51
"208118",Tree Removal,51
"209355",Tree Removal,51
"209433",Tree Removal,51
"209134",Tree Removal,51
"208834",Tree Trim,75
"209140",Tree Removal,51
"207624",Tree Trim,75
"209415",Tree Removal,52
"209100",Tree Trim,75
"209351",Tree Removal,51
"209434",Tree Trim,75
"208915",Tree Trim,75
"208943",Tree Removal,51
"208865",Tree Trim,75
"209384",Tree Trim,75
"209440",Tree Removal,51
"208985",Tree Removal,51
"209472",Tree Removal,51
"208674",Tree Trim,75
"208721",Tree Trim,75
"209450",Tree Trim,75
"208737",Tree Trim,75
"208546",Tree Trim,75
"207452",Tree Removal,51
"208584",Tree Trim,75
"208675",Tree Trim,75
"209532",Tree Trim,75
"208239",Tree Removal,51
"207639",Tree Trim,75
"208631",Tree Trim,75
"209491",Tree Trim,75
"208245",Tree Trim,75
"208244",Tree Trim,75
"208246",Tree Trim,75
"209202",Tree Trim,75
"207984",Tree Trim,75
"209009",Tree Removal,51
"209458",Tree Trim,75
"208186",Tree Removal,51
"209084",Tree Removal,51
"208644",Tree Trim,75
"209509",Tree Removal,51
"208006",Tree Trim,75
"209186",Tree Removal,51
"209388",Tree Trim,75
"209111",Tree Trim,75
"208989",Tree Trim,75
"208696",Tree Removal,51
"207833",Tree Removal,51
"209089",Tree Removal,51
"210045",Tree Trim,75
"209575",Tree Removal,51
"209432",Tree Trim,75
"208981",Tree Trim,75
"209465",Tree Trim,75
"209574",Tree Trim,75
"209506",Tree Trim,75
"209517",Tree Removal,51
"209564",Tree Stump Grinding,116
"208062",Tree Trim,75
"207913",Tree Trim,75
"208209",Tree Trim,75
"208705",Tree Trim,75
"208110",Tree Stump Grinding,116
"209479",Tree Removal,51
"209272",Tree Trim,75
"207871",Tree Trim,75
"208479",Tree Trim,108
"208201",Tree Trim,75
"208626",Tree Trim,75
"207834",Tree Trim,75
"208720",Tree Trim,75
"209576",Tree Trim,75
"208327",Tree Trim,75
"209541",Tree Removal,51
"208677",Tree Trim,75
"208949",Tree Trim,75
"208317",Tree Trim,75
"209094",Tree Removal,51
"209428",Tree Removal,51
"209548",Tree Trim,75
"208224",Tree Trim,75
"209613",Tree Removal,51
"208482",Tree Removal,51
"208434",Tree Trim,75
"209000",Tree Removal,51
"209198",Tree Trim,75
,Tree Removal,
"208548",Tree Removal,51
"209406",Tree Trim,75
"208832",Tree Trim,75
"208314",Tree Trim,75
"209585",Tree Trim,75
"209591",Tree Trim,75
"208468",Tree Removal,51
"208574",Tree Removal,51
"209681",Tree Trim,75
"208732",Tree Removal,51
"210196",Tree Removal,51
"208499",Tree Trim,75
"208660",Tree Trim,75
"209697",Tree Removal,51
"208108",Tree Trim,75
"208618",Tree Removal,51
"208856",Tree Removal,51
"209527",Tree Trim,75
"208344",Tree Trim,75
"208173",Tree Trim,75
"208261",Tree Removal,51
"209310",Tree Removal,51
"209362",Tree Removal,51
"208216",Tree Trim,75
"209621",Tree Removal,51
"207987",Tree Trim,75
"209238",Tree Removal,51
"209565",Tree Trim,75
"209531",Tree Trim,75
"209471",Tree Trim,75
"209562",Tree Trim,75
"209542",Tree Trim,75
"208552",Tree Removal,51
"208748",Tree Removal,51
"208841",Tree Trim,75
"209773",Tree Trim,75
"209717",Tree Removal,51
"209468",Tree Trim,75
"209047",Tree Trim,75
"209524",Tree Trim,75
"209704",Tree Trim,75
"208616",Tree Removal,51
"209703",Tree Trim,75
"209184",Tree Removal,51
"209793",Tree Removal,51
"209706",Tree Trim,75
"209522",Tree Trim,75
"209794",Tree Removal,51
"209645",Tree Removal,51
"209736",Tree Removal,51
"209178",Tree Removal,51
"209588",Tree Removal,51
"209427",Tree Trim,75
"209785",Tree Trim,75
"209824",Tree Trim,75
"209606",Tree Removal,51
"209563",Tree Trim,76
"209499",Tree Trim,75
"209724",Tree Removal,51
"209530",Tree Trim,75
"209746",Tree Removal,51
"209796",Tree Trim,75
"209904",Tree Removal,51
"209957",Tree Removal,51
"209950",Tree Removal,51
"209979",Tree Removal,51
"209942",Tree Removal,51
"209934",Tree Removal,51
"209827",Tree Removal,51
"209936",Tree Trim,75
"209888",Tree Removal,51
"209911",Tree Trim,75
"209859",Tree Removal,51
"209901",Tree Removal,51
"209940",Tree Removal,51
"209981",Tree Removal,51
"210812",Tree Removal,51
"209916",Tree Trim,75
"209974",Tree Removal,51
"209915",Tree Trim,75
"209896",Tree Trim,75
"209933",Tree Removal,51
"209946",Tree Trim,75
"209851",Tree Removal,51
"209921",Tree Removal,51
"209926",Tree Trim,75
"209917",Tree Removal,51
"209969",Tree Removal,51
"209953",Tree Removal,51
"209952",Tree Removal,51
"209913",Tree Trim,75
"209925",Tree Removal,51
"209891",Tree Trim,75
"209661",Tree Removal,51
"209985",Tree Removal,51
"209961",Tree Removal,51
"209941",Tree Removal,51
"209943",Tree Removal,51
"209905",Tree Removal,51
"209980",Tree Removal,51
"210026",Tree Removal,51
"210027",Tree Removal,51
"210024",Tree Removal,51
"209512",Tree Trim,75
"209883",Tree Trim,75
"209836",Tree Removal,51
"209968",Tree Removal,51
"209850",Tree Removal,51
"209970",Tree Removal,51
"209971",Tree Removal,51
"209910",Tree Removal,51
"209954",Tree Trim,75
"209894",Tree Removal,51
"209991",Tree Removal,51
