"sr_num","service_type","days_to_service"
"209608",Tree Trim,75
"210032",Tree Removal,51
"210092",Tree Removal,51
"209912",Tree Removal,51
"210086",Tree Removal,51
"209568",Tree Trim,75
"210006",Tree Trim,75
"209962",Tree Removal,51
"209920",Tree Removal,51
"210103",Tree Removal,51
"209932",Tree Removal,51
"209938",Tree Removal,51
"209937",Tree Removal,51
"209752",Tree Trim,75
"209887",Tree Removal,51
"209908",Tree Trim,75
"210028",Tree Removal,51
"210064",Tree Removal,51
"210127",Tree Removal,51
"210109",Tree Removal,51
"210072",Tree Removal,51
"210057",Tree Removal,51
"209718",Tree Removal,51
"210112",Tree Removal,51
"210093",Tree Trim,75
"209298",Tree Removal,51
"210100",Tree Trim,75
"210118",Tree Removal,51
"210120",Tree Removal,51
"208404",Tree Trim,75
"209830",Tree Removal,51
"210037",Tree Trim,75
"210055",Tree Removal,51
"210134",Tree Removal,51
"210096",Tree Removal,51
"210104",Tree Removal,51
"210247",Tree Removal,51
"210005",Tree Removal,51
"210130",Tree Removal,51
"210074",Tree Removal,51
"210053",Tree Removal,51
"208904",Tree Removal,51
"210091",Tree Removal,51
"209757",Tree Removal,51
"209967",Tree Removal,51
"210121",Tree Removal,51
"209890",Tree Trim,75
"209179",Tree Removal,51
"209906",Tree Trim,75
"210131",Tree Trim,75
,Tree Stump Grinding,
"210125",Tree Removal,51
"210273",Tree Removal,51
"210003",Tree Removal,51
"210246",Tree Removal,51
"210153",Tree Removal,51
"210150",Tree Removal,51
"210209",Tree Removal,51
"210287",Tree Trim,75
"210263",Tree Removal,51
"210197",Tree Removal,51
"209922",Tree Trim,75
"210231",Tree Removal,51
"210297",Tree Removal,51
"210176",Tree Removal,51
"210296",Tree Trim,75
"210260",Tree Removal,51
"210169",Tree Trim,130
"210267",Tree Removal,51
"210048",Tree Removal,51
"210077",Tree Removal,51
"209960",Tree Removal,51
"210238",Tree Removal,51
"210262",Tree Trim,75
"210177",Tree Removal,51
"210179",Tree Removal,51
"210208",Tree Removal,51
"210274",Tree Removal,51
"209972",Tree Trim,75
"210692",Tree Trim,75
"209973",Tree Trim,75
"210204",Tree Removal,51
"210144",Tree Removal,51
"210163",Tree Trim,75
"210159",Tree Trim,75
"209965",Tree Removal,51
"210290",Tree Removal,51
"210161",Tree Removal,51
"210293",Tree Removal,51
"210330",Tree Removal,51
"210184",Tree Removal,51
"210185",Tree Trim,75
"210413",Tree Trim,75
"210451",Tree Removal,51
"209778",Tree Trim,75
"210113",Tree Trim,75
"210147",Tree Removal,51
"211301",Tree Removal,51
,Tree Removal,137
"210051",Tree Removal,51
"210313",Tree Trim,75
"210129",Tree Removal,51
"210282",Tree Removal,51
"210410",Tree Removal,51
"210422",Tree Trim,75
"210065",Tree Trim,75
"210188",Tree Removal,51
"210210",Tree Trim,75
"210306",Tree Removal,51
"210291",Tree Removal,51
"210154",Tree Removal,51
"210230",Tree Trim,75
"210229",Tree Trim,75
"210166",Tree Removal,51
"210332",Tree Removal,51
"209975",Tree Removal,51
"209948",Tree Removal,51
"210375",Tree Removal,51
"210349",Tree Removal,53
"210430",Tree Removal,51
"210309",Tree Trim,75
"210397",Tree Removal,51
"210358",Tree Removal,51
"210292",Tree Trim,75
"209963",Tree Removal,51
"210245",Tree Trim,75
"210162",Tree Removal,51
"210117",Tree Trim,75
"209995",Tree Removal,51
"210363",Tree Trim,75
"210361",Tree Trim,75
"210373",Tree Trim,75
"210200",Tree Removal,51
"210304",Tree Removal,51
"210400",Tree Removal,51
"210374",Tree Trim,75
"210308",Tree Trim,75
"210080",Tree Removal,51
"210403",Tree Removal,51
"210254",Tree Removal,51
"210434",Tree Removal,51
"210494",Tree Removal,51
"210388",Tree Removal,51
"210298",Tree Removal,51
"210062",Tree Removal,51
"210631",Tree Removal,51
,Tree Removal,51
,Tree Code Violation,
"210503",Tree Removal,51
"210579",Tree Removal,51
"210562",Tree Removal,51
"210340",Tree Removal,51
"210078",Tree Trim,75
"210523",Tree Removal,51
"210576",Tree Code Violation,52
"210333",Tree Trim,75
"210551",Tree Removal,51
"210395",Tree Trim,75
"210560",Tree Trim,75
"210081",Tree Removal,51
"210235",Tree Trim,75
"210315",Tree Trim,75
"210391",Tree Trim,75
"210110",Tree Removal,51
"210405",Tree Removal,51
"210393",Tree Trim,75
"210399",Tree Trim,75
"210016",Tree Removal,51
"210276",Tree Removal,51
"210257",Tree Removal,51
"210726",Tree Trim,75
"210587",Tree Removal,51
"210700",Tree Removal,51
"210538",Tree Removal,51
"210572",Tree Removal,51
"210468",Tree Removal,51
"209994",Tree Removal,51
"210321",Tree Trim,75
"209537",Tree Removal,51
"210592",Tree Removal,51
"210352",Tree Trim,75
"210573",Tree Trim,75
"210464",Tree Removal,51
"209075",Tree Removal,51
"210116",Tree Removal,51
"210711",Tree Removal,51
"209141",Tree Removal,51
"210033",Tree Removal,51
"210407",Tree Removal,51
"209626",Tree Removal,51
"210655",Tree Trim,75
"210054",Tree Removal,51
"210581",Tree Removal,51
"210675",Tree Removal,51
"210528",Tree Removal,51
"210616",Tree Trim,75
"210491",Tree Trim,75
"210609",Tree Trim,75
"210647",Tree Trim,75
"210514",Tree Removal,51
"210461",Tree Removal,51
"206806",Tree Removal,51
"210634",Tree Removal,51
"210438",Tree Trim,75
"210487",Tree Removal,53
"210545",Tree Removal,51
"210574",Tree Removal,51
"210328",Tree Removal,51
"210719",Tree Removal,51
"210522",Tree Removal,51
"210429",Tree Removal,51
"210777",Tree Removal,51
"210432",Tree Trim,75
"210818",Tree Trim,75
"210842",Tree Removal,51
"210845",Tree Removal,51
"210822",Tree Removal,51
"210580",Tree Removal,51
,Tree Stump Grinding,
,Tree Removal,
"210817",Tree Removal,51
"210215",Tree Removal,51
"210665",Tree Removal,51
"210377",Tree Removal,51
"210627",Tree Removal,51
"210232",Tree Removal,51
"210661",Tree Removal,51
"210597",Tree Removal,51
"210643",Tree Trim,75
"210747",Tree Removal,51
"210674",Tree Removal,51
"210590",Tree Removal,51
"210502",Tree Removal,51
"210678",Tree Removal,51
"210289",Tree Removal,51
"210702",Tree Trim,75
"210701",Tree Trim,75
"210679",Tree Removal,51
"210684",Tree Trim,75
"210515",Tree Removal,51
"210682",Tree Trim,75
"210687",Tree Trim,75
"210693",Tree Trim,75
"210738",Tree Removal,51
"210846",Tree Trim,75
"210529",Tree Removal,51
"210505",Tree Trim,75
"210751",Tree Removal,51
"210578",Tree Trim,75
"210214",Tree Trim,75
"210831",Tree Trim,75
"210758",Tree Trim,75
"210357",Tree Removal,51
"210646",Tree Removal,51
"210470",Tree Removal,51
"210431",Tree Removal,52
"210763",Tree Trim,75
"210720",Tree Trim,75
"210861",Tree Removal,51
"210108",Tree Trim,75
"210192",Tree Removal,51
"210662",Tree Trim,75
"210645",Tree Removal,51
"210566",Tree Trim,75
"210886",Tree Trim,75
"210876",Tree Removal,51
,Tree Removal,
,Tree Removal,
"210902",Tree Removal,51
"210877",Tree Trim,75
"210924",Tree Trim,75
"210894",Tree Removal,51
"210888",Tree Trim,75
"210642",Tree Trim,75
"210879",Tree Removal,51
"210950",Tree Removal,51
"210963",Tree Removal,51
"210929",Tree Removal,51
"210327",Tree Trim,75
"210785",Tree Removal,51
"210913",Tree Removal,51
"210443",Tree Removal,51
"210810",Tree Removal,51
"210979",Tree Removal,51
"210126",Tree Removal,51
"210533",Tree Removal,51
"210670",Tree Removal,51
"210960",Tree Trim,75
"210884",Tree Trim,75
"210955",Tree Removal,51
"210971",Tree Removal,51
"210838",Tree Trim,75
"210940",Tree Trim,75
"210976",Tree Removal,51
"210803",Tree Removal,51
"210945",Tree Trim,75
"210898",Tree Removal,51
"210878",Tree Removal,51
"210986",Tree Trim,76
"210656",Tree Removal,51
"210047",Tree Trim,75
"210949",Tree Trim,75
"210765",Tree Trim,75
"210284",Tree Removal,51
"210563",Tree Removal,51
"210981",Tree Removal,51
"211060",Tree Removal,51
"211043",Tree Removal,51
"211027",Tree Removal,51
"211029",Tree Removal,51
"209797",Tree Trim,75
"211066",Tree Removal,51
"210914",Tree Trim,75
"211039",Tree Removal,51
"209158",Tree Trim,75
"210488",Tree Removal,53
"211072",Tree Removal,51
"211070",Tree Trim,75
"210895",Tree Removal,51
"211075",Tree Removal,51
"209787",Tree Code Violation,52
"210813",Tree Trim,75
"210893",Tree Removal,51
"210521",Tree Trim,75
"210737",Tree Trim,75
"211058",Tree Trim,75
"209804",Tree Trim,75
"211020",Tree Removal,51
"210897",Tree Removal,51
"211021",Tree Removal,51
"210937",Tree Trim,75
"210722",Tree Trim,75
"210031",Tree Removal,51
"211012",Tree Trim,75
"209642",Tree Removal,51
"211106",Tree Removal,51
"210607",Tree Removal,51
"211062",Tree Removal,51
"211100",Tree Removal,51
"211126",Tree Trim,75
"209761",Tree Stump Grinding,116
"211085",Tree Trim,75
"211128",Tree Trim,75
"210983",Tree Trim,75
"210770",Tree Removal,51
"211032",Tree Removal,51
"210483",Tree Removal,53
"210139",Tree Removal,51
"210544",Tree Removal,51
"211211",Tree Removal,51
"208760",Tree Trim,75
"211187",Tree Removal,51
"211217",Tree Trim,75
"211080",Tree Trim,75
"211183",Tree Removal,51
"211079",Tree Removal,51
"211054",Tree Removal,51
"211124",Tree Removal,51
"208702",Tree Trim,75
"209735",Tree Trim,75
"209484",Tree Trim,75
,Tree Removal,
"209817",Tree Removal,51
"209614",Tree Removal,51
"209195",Tree Trim,75
"209259",Tree Removal,51
"190258",Tree Removal,51
"210244",Tree Removal,51
"211035",Tree Removal,51
"211182",Tree Trim,75
"211163",Tree Removal,51
"211191",Tree Trim,75
"211164",Tree Trim,75
"208842",Tree Removal,51
"211061",Tree Removal,51
"210536",Tree Trim,75
"211078",Tree Trim,75
"210996",Tree Trim,75
"210710",Tree Trim,75
"210673",Tree Trim,75
"208792",Tree Trim,75
"211138",Tree Trim,75
"211230",Tree Removal,51
"211105",Tree Removal,51
"209799",Tree Trim,75
"211184",Tree Removal,51
"208633",Tree Trim,75
"209714",Tree Trim,75
"210326",Tree Trim,75
"211031",Tree Trim,75
"210174",Tree Removal,51
"211203",Tree Trim,75
"211398",Tree Trim,75
"210669",Tree Trim,75
"211162",Tree Trim,75
"211279",Tree Removal,51
"211139",Tree Removal,51
"211223",Tree Removal,51
"211345",Tree Removal,51
"211269",Tree Removal,51
"211006",Tree Removal,51
"211276",Tree Removal,51
"211286",Tree Removal,51
"211240",Tree Removal,51
"211389",Tree Trim,75
"209190",Tree Trim,75
"211225",Tree Trim,75
"211229",Tree Removal,51
"210917",Tree Removal,51
"210918",Tree Removal,51
"211215",Tree Removal,51
"210989",Tree Removal,51
"211273",Tree Trim,75
"211277",Tree Trim,75
"211291",Tree Trim,75
"211433",Tree Trim,75
"210795",Tree Removal,51
"211292",Tree Removal,51
"211260",Tree Removal,51
"211271",Tree Removal,51
"210099",Tree Removal,51
"211245",Tree Trim,75
"211494",Tree Trim,75
"209082",Tree Trim,75
"211272",Tree Trim,75
"208912",Tree Removal,51
"211451",Tree Removal,51
"211478",Tree Removal,51
"211489",Tree Trim,75
"211469",Tree Removal,51
"211443",Tree Removal,51
"211261",Tree Removal,51
"211228",Tree Removal,51
,Tree Trim,
"211450",Tree Trim,75
"211328",Tree Removal,51
"211459",Tree Removal,51
"211338",Tree Removal,51
"211294",Tree Trim,75
"211281",Tree Removal,51
"211306",Tree Trim,75
"211464",Tree Trim,75
"211383",Tree Trim,75
"211482",Tree Removal,51
"211180",Tree Removal,51
"211297",Tree Removal,51
"211178",Tree Removal,51
"211455",Tree Trim,75
"211158",Tree Removal,51
"211388",Tree Removal,51
"209048",Tree Removal,51
"211363",Tree Trim,75
"211243",Tree Trim,75
"211275",Tree Trim,75
"211326",Tree Removal,51
"211268",Tree Removal,51
"211481",Tree Trim,75
"211396",Tree Trim,75
"211367",Tree Removal,51
"211439",Tree Trim,75
"211370",Tree Removal,51
"209848",Tree Removal,51
"211567",Tree Removal,51
"211569",Tree Trim,75
"211196",Tree Trim,75
"210445",Tree Removal,51
"211501",Tree Removal,51
"211009",Tree Removal,51
"211578",Tree Removal,51
"211051",Tree Removal,51
"211296",Tree Trim,75
"211552",Tree Removal,51
"210233",Tree Removal,51
"211589",Tree Removal,51
"211378",Tree Trim,75
"210640",Tree Removal,51
"211440",Tree Trim,75
"211517",Tree Trim,75
"211506",Tree Stump Grinding,116
"211584",Tree Removal,51
"211676",Tree Trim,75
,Tree Removal,
"211677",Tree Removal,51
"211591",Tree Removal,51
"211662",Tree Removal,51
"211673",Tree Removal,51
"211711",Tree Trim,75
"211712",Tree Removal,51
"211689",Tree Removal,51
"211542",Tree Removal,51
"211615",Tree Removal,121
"211604",Tree Trim,75
"211579",Tree Removal,51
"211669",Tree Removal,51
"211720",Tree Removal,114
"210463",Tree Trim,75
"211554",Tree Removal,51
"211695",Tree Trim,75
"208749",Tree Trim,75
"208986",Tree Trim,75
"209011",Tree Removal,51
"211699",Tree Removal,51
"209199",Tree Trim,75
"211745",Tree Trim,75
"209160",Tree Removal,51
"211691",Tree Trim,75
"209546",Tree Trim,75
"208867",Tree Trim,75
"209449",Tree Trim,75
"211651",Tree Removal,51
"211064",Tree Stump Grinding,116
"209876",Tree Trim,75
"211688",Tree Trim,75
"209119",Tree Removal,51
"208489",Tree Trim,75
"211620",Tree Removal,51
"210857",Tree Trim,75
"209207",Tree Trim,75
"211355",Tree Trim,75
"210774",Tree Removal,51
"209014",Tree Trim,75
"208923",Tree Trim,75
"211671",Tree Trim,75
"211719",Tree Trim,75
"210827",Tree Trim,75
"211765",Tree Removal,51
"211776",Tree Trim,75
"211655",Tree Trim,75
"211627",Tree Trim,75
"209061",Tree Removal,51
"211295",Tree Trim,75
"211777",Tree Trim,75
"211165",Tree Removal,51
"211770",Tree Removal,51
"208994",Tree Removal,51
"211801",Tree Removal,51
"211827",Tree Removal,51
"211817",Tree Removal,51
"210944",Tree Removal,51
"211454",Tree Removal,51
"211456",Tree Trim,75
"211672",Tree Removal,51
"209818",Tree Trim,75
"211822",Tree Trim,75
"209819",Tree Removal,51
"211849",Tree Removal,51
"211197",Tree Removal,51
"209835",Tree Trim,78
"211508",Tree Trim,75
"210594",Tree Trim,75
"211850",Tree Trim,75
"211791",Tree Trim,75
"211771",Tree Removal,51
"211661",Tree Trim,75
"213195",Tree Trim,75
"211872",Tree Removal,51
"211781",Tree Trim,75
"212127",Tree Trim,99
"210300",Tree Removal,51
"211821",Tree Removal,51
"211756",Tree Removal,51
"209189",Tree Trim,75
"211628",Tree Removal,51
"211928",Tree Removal,51
"209455",Tree Trim,75
"210107",Tree Removal,51
"211778",Tree Trim,75
"211759",Tree Removal,51
"211758",Tree Trim,75
"211967",Tree Trim,75
"211574",Tree Trim,75
"211617",Tree Removal,51
"211351",Tree Trim,75
"211366",Tree Removal,51
"209861",Tree Removal,51
"211369",Tree Trim,75
"210145",Tree Stump Grinding,116
"211955",Tree Removal,51
"211814",Tree Removal,51
"211860",Tree Removal,51
"211939",Tree Removal,51
"211918",Tree Trim,75
"211563",Tree Trim,75
"209146",Tree Trim,75
"209229",Tree Removal,51
"211599",Tree Trim,82
"211953",Tree Removal,51
"211965",Tree Removal,51
"211954",Tree Removal,51
"211722",Tree Removal,122
"211880",Tree Removal,51
"211866",Tree Removal,51
"211961",Tree Trim,75
"211963",Tree Removal,51
"211824",Tree Trim,75
"209305",Tree Stump Grinding,116
"211267",Tree Removal,51
"211764",Tree Removal,51
"210567",Tree Trim,75
"211948",Tree Removal,51
"211177",Tree Removal,51
"211958",Tree Removal,51
"211514",Tree Removal,51
"210111",Tree Trim,75
"211081",Tree Trim,75
"211952",Tree Removal,51
"211516",Tree Removal,51
"211690",Tree Trim,75
"211387",Tree Removal,51
"212056",Tree Trim,75
"210286",Tree Removal,51
"209560",Tree Trim,75
"211491",Tree Removal,51
"209898",Tree Removal,51
"211334",Tree Removal,51
"210148",Tree Removal,51
"211040",Tree Trim,75
"211883",Tree Removal,51
"212310",Tree Trim,75
"211534",Tree Removal,51
"209884",Tree Trim,75
"211950",Tree Trim,75
"211964",Tree Trim,75
"210942",Tree Trim,75
"211537",Tree Trim,75
"209647",Tree Removal,51
"211343",Tree Removal,51
"212059",Tree Removal,51
"212058",Tree Removal,51
"212057",Tree Removal,51
"212033",Tree Removal,51
"210660",Tree Trim,75
"211992",Tree Removal,51
"210925",Tree Removal,51
"211077",Tree Removal,51
"210814",Tree Removal,51
"212039",Tree Removal,51
"211993",Tree Removal,51
"211736",Tree Removal,51
"211262",Tree Removal,51
"210824",Tree Removal,51
"211417",Tree Trim,75
"210723",Tree Removal,52
"211176",Tree Trim,75
"210599",Tree Trim,75
"211744",Tree Removal,51
"212117",Tree Removal,51
"209786",Tree Trim,75
"212122",Tree Removal,51
"210954",Tree Trim,75
"211283",Tree Removal,51
"212098",Tree Removal,51
"211988",Tree Removal,51
"212009",Tree Removal,51
"209984",Tree Removal,51
"212008",Tree Removal,51
"212100",Tree Removal,51
"212131",Tree Trim,75
"212061",Tree Removal,51
"212099",Tree Trim,75
"211768",Tree Trim,75
"211983",Tree Trim,75
"209643",Tree Removal,51
"212012",Tree Removal,51
"212081",Tree Removal,51
"212077",Tree Removal,51
"212152",Tree Removal,51
"209798",Tree Trim,75
"212174",Tree Removal,51
"211760",Tree Removal,51
"212085",Tree Trim,75
"211969",Tree Removal,51
"211907",Tree Removal,51
"212087",Tree Removal,51
"212144",Tree Removal,51
"212165",Tree Removal,51
"212114",Tree Removal,51
"209826",Tree Trim,75
"211708",Tree Trim,75
"211453",Tree Removal,51
"212163",Tree Trim,75
"210425",Tree Removal,51
"209580",Tree Trim,75
"209559",Tree Removal,51
"209729",Tree Removal,51
"209644",Tree Trim,75
"212193",Tree Trim,75
"212187",Tree Trim,75
"211975",Tree Removal,51
"212007",Tree Trim,75
"210718",Tree Removal,51
"210546",Tree Removal,51
"210102",Tree Removal,51
,Tree Trim,
"211493",Tree Removal,170
"211709",Tree Trim,75
"210984",Tree Trim,75
"210991",Tree Trim,75
"210013",Tree Trim,75
"210768",Tree Removal,51
"209929",Tree Trim,75
"212203",Tree Removal,51
"212190",Tree Trim,75
"212142",Tree Removal,51
"212014",Tree Removal,51
"209464",Tree Removal,51
"212156",Tree Trim,75
"212172",Tree Trim,75
"209246",Tree Trim,75
"211488",Tree Trim,75
"211224",Tree Removal,51
"210618",Tree Trim,75
"211941",Tree Removal,51
"211974",Tree Trim,75
"212000",Tree Stump Grinding,116
"211545",Tree Removal,51
"212175",Tree Removal,51
"212026",Tree Removal,51
"209812",Tree Trim,75
"211633",Tree Trim,75
"211565",Tree Removal,51
"212157",Tree Removal,51
"212129",Tree Removal,51
"212130",Tree Stump Grinding,116
"210904",Tree Trim,75
"211432",Tree Trim,75
"210611",Tree Removal,51
"211304",Tree Trim,75
"211150",Tree Removal,51
"210417",Tree Trim,75
"211687",Tree Trim,75
"211480",Tree Trim,75
"212089",Tree Trim,75
"212325",Tree Removal,51
"211985",Tree Trim,75
"211748",Tree Trim,75
"211999",Tree Trim,75
"209476",Tree Removal,51
"209755",Tree Trim,75
"212160",Tree Removal,51
"211359",Tree Trim,75
"209544",Tree Trim,75
"209224",Tree Removal,51
"209590",Tree Removal,51
"212271",Tree Trim,75
"212184",Tree Trim,75
"209716",Tree Trim,75
"212299",Tree Removal,51
"211017",Tree Trim,75
"212298",Tree Removal,51
"211386",Tree Removal,51
"212241",Tree Removal,51
"212228",Tree Trim,75
"209511",Tree Trim,75
"209376",Tree Removal,51
"212215",Tree Trim,75
"212230",Tree Removal,51
"211117",Tree Removal,51
"212244",Tree Trim,75
"212307",Tree Trim,75
"209387",Tree Trim,75
"210435",Tree Removal,51
"208233",Tree Removal,51
"212233",Tree Trim,75
"212344",Tree Removal,51
"212322",Tree Removal,51
"210476",Tree Trim,75
"211449",Tree Trim,75
"212252",Tree Trim,75
"209674",Tree Trim,75
"212296",Tree Trim,75
"209336",Tree Trim,75
"212362",Tree Trim,75
"212285",Tree Removal,51
"212337",Tree Removal,51
"211198",Tree Stump Grinding,116
"212302",Tree Removal,51
"212301",Tree Removal,51
"211427",Tree Trim,75
"210256",Tree Trim,75
"210513",Tree Trim,75
"212324",Tree Removal,54
"209628",Tree Trim,75
"211000",Tree Trim,75
"208770",Tree Trim,75
"209715",Tree Trim,75
"212405",Tree Trim,75
"203103",Tree Planting,25
"209535",Tree Trim,75
"210018",Tree Trim,75
"211110",Tree Removal,51
"212352",Tree Trim,75
"210356",Tree Trim,75
"212154",Tree Trim,75
"210266",Tree Removal,51
"212408",Tree Trim,75
"212284",Tree Trim,75
"212332",Tree Trim,75
"212280",Tree Trim,75
"211908",Tree Trim,75
"210966",Tree Trim,75
"209610",Tree Trim,75
"212341",Tree Trim,75
"212336",Tree Removal,51
"211499",Tree Trim,75
"213106",Tree Removal,51
"212278",Tree Removal,51
"212277",Tree Stump Grinding,116
"210020",Tree Removal,51
"212216",Tree Trim,75
"210778",Tree Removal,51
"212397",Tree Trim,75
,Tree Trim,
"210858",Tree Removal,51
"209538",Tree Trim,75
"211848",Tree Removal,51
"209810",Tree Trim,75
"210744",Tree Trim,75
"212387",Tree Trim,75
"212456",Tree Trim,75
"209816",Tree Trim,75
"212349",Tree Removal,51
"212393",Tree Removal,51
"210466",Tree Trim,75
"210663",Tree Trim,75
"209749",Tree Removal,51
"209813",Tree Trim,75
"211069",Tree Trim,75
"209733",Tree Trim,75
"209802",Tree Trim,75
"211221",Tree Removal,51
"212170",Tree Removal,51
"212221",Tree Trim,75
"210830",Tree Removal,51
"210115",Tree Trim,75
"212198",Tree Stump Grinding,116
"209520",Tree Removal,51
